Language_area;Surname_Name;Pseudonym(s);Year_Birth;Year_Death;Nationality;Gender;Journal(s);Notes
DE;Gregor, Ulrich;NONE;1932;Missing;DE;M;MO;"Film historian
https://de.wikipedia.org/wiki/Ulrich_Gregor"
DE;Grivannes, Marcelle;NONE;Missing;Missing;Missing;F;"UM; GT";Translated from Italian into German
DE;Grossmann, Walter;NONE;Missing;Missing;Missing;M;NU;"https://de.wikipedia.org/wiki/Walter_Gro%C3%9Fmann > not really helpful
https://www.worldcat.org/wcidentities/lccn-no2010036843 
published works between 1945-1992; work published posthumously in 2013"
DE;Grote, Gertrud;NONE;Missing;Missing;Missing;F;MO;
DE;Guggenheim, Werner Johannes;NONE;1895;1946;CH;M;MO;"Swiss actor, writer and translator; translated works by Charles Ferdinand Ramuz, Léon Savary, Francois Mauriac and Ignazio Silone; wrote history plays many of them anti-fascist, f,ex, criticizing the arms trade between Nazi-Germany and Switzerland in ‘Bomber für Japan’ and criticizing the racial politics of NS-Germany in ‘Erziehung zum Menschen’).
https://de.wikipedia.org/wiki/Werner_Johannes_Guggenheim"
DE;Günther, Johann von;Guenther, Johann von;1886;1973;DE;M;GT;"German translator, editor and writer, important literary translator of 20th cen. for translations from Russian into German
https://de.wikipedia.org/wiki/Johannes_von_Guenther#:~:text=Rolf%2DDieter%20Kluge%20zufolge%20war,Verlag%20und%20fanden%20weite%20Verbreitung."
DE;Guth, Otto H.;NONE;Missing;Missing;Missing;M;MO;
DE;Güttinger, Fritz;NONE;1907;1992;CH;M;MO;"Literary scholar, translator, teacher, critic; friends with Thornton Wilder; translator of the first full-length German edition of Moby Dick
https://de.wikipedia.org/wiki/Fritz_G%C3%BCttinger"
DE;Guttmann, Simon;Guttmann, Wilhelm Simon;1891;1990;DE;M;NU;"writer, political author, manager of picture agencies, inspired various photographer groups, emigrated to Switzerland during WWI, one of the founders of Kommunistische Arbeiterpartei Deutschlands (1920), emigrated to France (1933) and later to London
https://de.wikipedia.org/wiki/Simon_Guttmann"
DE;Haas, Willy;NONE;1891;1973;DE;M;NU;"editor, film critic, screenwriter, Jewish, emigrated to Prague (1933), after German occupation of Prague (1939) went to Italy, then to India, censor for British army in India, returned to Germany in 1948, wrote for newspapers, married to translator Jarmila Ambrozova (1924-1936)
https://de.wikipedia.org/wiki/Willy_Haas"
DE;Hackel, M.;NONE;Missing;Missing;Missing;Missing;MO;
DE;Hagen, Friedrich;NONE;1903;1979;DE;M;UM;"German poet, and dramatist; 1933 flees to France from Germany, member of French resistance; heads French radio after the war, freelance writer and translator from 1950, specialises in Cocteau, Eluard and Supervielle https://de.wikipedia.org/wiki/Friedrich_Hagen"
DE;Hagy, Livia;NONE;Missing;Missing;Missing;F;GT;
DE;Hahn, Josef;NONE;1912;1991;DE;M;MO;https://de.wikipedia.org/wiki/Josef_Hahn
DE;Halm, Wolfgang;NONE;Missing;Missing;DE;M;ME;"German writer and scholar of Romance studies; particular interest in Spanish language and grammar"
DE;Hansen, Kurt Heinrich;NONE;1913;1987;DE;M;ME;"German writer and translator; interested in American literature and culture; translated from English (Seumas O'Kelly, William Faulkner and W. H. Auden)"
DE;Hardekopf, Ferdinand;NONE;1876;1954;DE;M;MO;"Journalist, writer, poet, translator; arrested in exil in 1940, freed through André Gide’s intervened; translated works from André Gide, Jean Cocteau, André Malraux ... 
https://de.wikipedia.org/wiki/Ferdinand_Hardekopf"
DE;Hardt, Ernst;NONE;1876;1947;DE;M;ME;"German playwright, poet, and novelist; director at National Theater in Weimar (1919–24), Schauspiel Köln in Cologne (1925), and Westdeutscher Rundfunk (1926–1933); worked with Bertolt Brecht on some experimental radio broadcasts; was removed from his position by the Nazis"
DE;Harpprecht, Klaus;NONE;1927;2016;DE;M;MO;"Journalist, writer, publisher; one of the editors of Der Monat 1967-1971
https://de.wikipedia.org/wiki/Klaus_Harpprecht"
DE;Hasenclever, Walter;NONE;1910;1992;"DE; US";M;MO;"Translator; served as a soldier in the US Army during WWII; assisted in questioning leading members of the Nazi party; 
https://de.wikipedia.org/wiki/Walter_Hasenclever_(%C3%9Cbersetzer); related to the other Walter Hasenclever"
DE;Hasenclever, Walter Georg Alfred;NONE;1890;1940;DE;M;ME;"German Expressionist poet and playwright; studied law in Oxford, Lausanne and Leipzig; his works were banned by the Nazis; 1933 exile in France; 1940 interned in France as enemy alien https://de.wikipedia.org/wiki/Walter_Hasenclever; related to the other Walter Hasenclever"
DE;Hausenstein, Wilhelm;NONE;1882;1957;DE;M;"ME; WA; GT";"German historical novelist, art critic and historian, publisher and diplomat; critic of national socialism and antisemitism; after WW2 particularly involved in Franco-German cultural relations https://de.wikipedia.org/wiki/Wilhelm_Hausenstein"
DE;Hausherr, Ina;NONE;Missing;Missing;Missing;F;MO;
DE;Hausser, Hans H.;NONE;Missing;Missing;Missing;M;KA;"Translator from French; possible dates 1926-2010"
DE;Heidelberger, Ernst;NONE;1908;Missing;DE;M;UM;"Secondary school teacher (Gymnasiallehrer), Dr. phil., Jewish, studied in Würzburg, employment ban 1933, flees to Paris then Ramat Gan (Palestine), 1937 returns to France, 1940 flees to Free Zone under Vichy regime, from 1982 living in Colombe, France https://www.historisches-unterfranken.uni-wuerzburg.de/juf/Datenbank/detailsinclude.php?global=;search;24144;"
DE;Heidelberger, Gertrud;NONE;1905;Missing;DE;F;UM;"Secondary school teacher (Gymnasiallehrerin), Dr. phil., Jewish, studied in Würzburg, Vienna, Paris, Bonn, marries Ernst H., flees to Free Zone under Vichy regime (Toulouse), earns living through translation work, German lessons, book trade; from 1982 living in Bonn https://www.historisches-unterfranken.uni-wuerzburg.de/juf/Datenbank/detailsinclude.php?global=;search;24145;"
DE;Heidelberger, T.;NONE;Missing;Missing;DE;Missing;UM;Possibly abbreviation of Gertrud (“Trudl”) i.e. Gertrud Heidelberger (see
DE;Helling, Servais;NONE;Missing;Missing;Missing;Missing;GT;Translated from French into German
DE;Hellmann, Linda;NONE;Missing;Missing;Missing;F;NU;
DE;Hennecke, Hans;NONE;1897;1977;DE;M;GT;"German literary critic and translator; studied German, English and Romance Studies in Berlin and Göttingen, literary editor for various publishing houses; worked for the magazine Die Fähre; translator from English, particularly interested in “forgotten” authors
https://de.wikipedia.org/wiki/Hans_Hennecke_(Autor)"
DE;Hensel, Gerhard;NONE;Missing;Missing;DE;M;WA;Translates Eliot
DE;Henze, Helene;NONE;Missing;Missing;Missing;F;MO;
DE;Herlitschka, Herberth E.;NONE;1893;1970;AT;M;"ME; MO; NU";"Austrian translator; translated from English; translated various works of world literature from English to German for different publishers (esp. after WWII), before 1939 translated for Herbert Reichner Verlag, known for his translations of novels by Aldous Huxley and Thornton Wilder, also Virginia Woolf, William Faulkner (see wiki)"
DE;Herwig, Gisela;NONE;Missing;Missing;Missing;F;NU;https://www.kultura-extra.de/Steckbrief_GiselaHerwig.php ?
DE;Hesse, Eva;NONE;1925;2020;DE;F;ME;"German author, editor, essayist, translator; daughter of journalist Fritz Hesse; lived in London before WW2; studied in Munich after WW2; PhD; worked as translator and editor of Anglo-American literature; translated T. S. Eliot, Ezra Pound, Samuel Becket, E. E. Cummings"
DE;Hildesheimer, Wolfgang;NONE;1916;1991;DE;M;ME;"German author of Jewish origin; grandfather was Azriel Hildesheimer, the moderniser of Orthodox Judaism in Germany; translator and clerk at the Nuremberg trials in 1946; member of Gruppe 47 "
DE;Hilzheimer, Helmut;NONE;Missing;Missing;Missing;M;MO;
DE;Hinderberger, Hannelise;NONE;1904;1992;CH;F;MO;"Writer and translator (from French and Italian mostly, f.ex. Petrarca, Baudelaire)
https://www.literapedia-bern.ch/Hinderberger,_Hannelise"
DE;Hinterhäuser, Hans;NONE;1919;2005;DE;M;ME;"German scholar of Romance studies; studied German and Romance philology in Munich and Würzburg, 1949 PhD Heidelberg; 1949-53 lecturer of German in Venice and 1957-58 in Madrid; 1954-60 lecturer of Romance studies at the University of Bonn; 1960 habilitation Hamburg; 1962-68 professor in Kiel, Bonn and Vienna https://de.wikipedia.org/wiki/Hans_Hinterh%C3%A4user"
DE;Hirsch, Wolfgang;NONE;Missing;Missing;Missing;M;NU;"http://www.worldcat.org/identities/lccn-n85-233210/
published works between 1949-1985"
DE;Hocke, Gustav René;NONE;1908;1985;DE;M;ME;"German writer, journalist and cultural historian; studied literature in Berlin, Bonn and Paris; student of Ernst Robert Curtius; PhD 1934; wrote for Kölnische Zeitung; prisoner of war in the US; returned to Germany in 1946; founded literary journal Der Ruf with Alfred Andersch and Hans Werner Richter; first German correspondent in Italy for various German journals and magazines until 1949 https://de.wikipedia.org/wiki/Gustav_Ren%C3%A9_Hocke"
DE;Hohenemser-Steglich, Helly;Hohenemser, Helly;Missing;Missing;Missing;F;ME;"Translated from Italian; married to a Jewish writer; worked for Kölnische Zeitung and Frankfurter Zeitung; PhD"
DE;Holthusen, Johannes;NONE;1924;1985;DE;M;ME;"German Slavist and professor at the universities of Würzburg, Bochum and Munich; specialized in Russian literature of the 19th and 20th century"
DE;Horschitz-Horst, Annemarie;Horst, Annemarie;1899;1970;DE;F;"NU; KA";"translator, Jewish, emigrated to London (1933), only authorised translator of Ernest Hemingway by the author himself, her translations of Hemingway’s work caused controversial reactions in professional circles 
https://de.wikipedia.org/wiki/Annemarie_Horschitz-Horst"
DE;Horst, Karl August;NONE;1913;1973;DE;M;"ME; MO";"German author, translator, literary critic; studied German and Romance philology and philosophy at the universities of Berlin, Munich and Bonn; PhD; literary critic for journals Merkur, Frankfurter Allgemeine Zeitung and Neue Zürcher Zeitung; translated from Spanish (especially Jorge Luis Borges), Italian, French and English https://de.wikipedia.org/wiki/Karl_August_Horst"
DE;Huber, Jakob;NONE;Missing;Missing;Missing;M;MO;
DE;Hutten, Karl-Ulrich von;NONE;Missing;Missing;Missing;M;MO;
DE;Ihle, Elisabeth;NONE;1893;Missing;Missing;F;MO;https://www.kotte-autographs.com/de/autograph/ihle-elisabeth/
DE;Jacobi, Lucy von;"Geldern, Lucy; Alzey, Elizabeth, Humm, L.; Rossi, Lino";1887;1956;"AT; DE";F;MO;"actor, journalist, writer, radio presenter, translator; friends with Rainer Maria Rilke, Olga and Arthur Schnitzler, Liesl Steinrück, Gustaf Gründgens, translated works by Romain Rolland, Théophile Gautier, Emile Zola ...
https://www.fembio.org/biographie.php/frau/biographie/lucy-von-jacobi/"
DE;Jacobs, Erika;Jacobs, Erica;Missing;Missing;Missing;F;WA;Focus on current political texts. Die Friedensverträge mit Italien, Rumänien, Bulgarien, Ungarn und Finnland. Aus dem Englischen ins Deutsche übertragen, von Erika Jacobs. Durchgesehen und eingeleitet von Ellinor von Puttkammer,hrsg. von Dolf Sternberger. 14o S. gr 8°.
DE;Jaffé, Fritz;Fritz Bernhard;1892;1974;DE;M;"ME; MO";"German writer and editor at publishing house Deutsche Verlagsanstalt in Stuttgart; PhD; Lawyer, writer, editor, translator
https://www.deutsche-biographie.de/sfz36821.html"
DE;Jaffé-Richthofen, Else;NONE;1874;1973;DE;F;WA;"German sociologist, wife of economist Edgar Jaffé, sister of Frieda von Richthofen (wife of D. H. Lawrence); PhD supervised by Max Weber; husband dies 1921; moves in circles which include Fanny Reventlow, Alice Salomon; affair with Alfred Weber"
DE;Jahn, Janheinz;NONE;1918;1973;DE;M;GT;"German writer, studied in Germany and Italy, interest in African lit., translated from Italian into German
https://en.wikipedia.org/wiki/Janheinz_Jahn"
DE;Janès, Jean W.;NONE;Missing;Missing;Missing;M;UM;
DE;Kaempfe, Alexander;NONE;1930;1988;DE;M;ME;"German translator, journalist and writer; studied Slavic philology in Heidelberg and Munich; caught between German and Russian identity; translated from Russian; intermediary between Russian and German cultures https://de.wikipedia.org/wiki/Alexander_Kaempfe"
DE;Kaerrick, Elisabeth;Rahsin, E.K.;1886;1966;"RU; DE";F;MO;"Elisabeth Kaerrick; famous for her translation of the works of Dostojewski (published from 1906-1919), published under her pseudonym: E.K. Rahsin, her true identity was only revealed after her death.
http://www.uelex.de/artiklar/Elisabeth_KAERRICK
https://de.wikipedia.org/wiki/Elisabeth_Kaerrick"
DE;Kahler, Erich;NONE;1885;1970;DE;M;"ME; WA";"Jewish Austrian-German author, cultural philosopher and sociologist; emigrated to Prague in 1934, and Switzerland to 1938 then US, Professor of German literature at Cornell"
DE;Kahn, Harry;NONE;1883;1970;DE;M;NU;"journalist, writer, screenwriter, translator, emigrated to France (1933), German-speaking author in exile newspaper Pariser Tageblatt, beginning of WWII in camp in Marseille, fled in 1943 to Switzerland, translated works of American authors (Steinbeck, Faulkner) into German after the war 
https://de.wikipedia.org/wiki/Harry_Kahn"
DE;Kaiser, E.;Braem-Kaiser, Elisabeth;1925;Missing;DE;F;ME;"German writer, secretary and literary translator; translated from English; married to Helmut M. Braem; worked with her husband on literary translations"
DE;Kalmer, Josef;Kalmer, Joseph;1898;1959;AT;M;"MO; NU";"Writer, journalist, translator, literary agent; arrested by the Gestapo, emigrated to Czechoslovakia (1938), later to England (1939), worked in the news agency of the Ministry of Information, wrote for several exile newspapers https://de.wikipedia.org/wiki/Josef_Kalmer"
DE;Kaskell, Joseph;NONE;1892;1989;"DE; US";M;NU;Lawyer and writer, emigrated to the US, worked for the Council for a Democratic Germany https://de.wikipedia.org/wiki/Joseph_Kaskell
DE;Kautsky-Brunn, Gerda;NONE;1895;1964;AT;F;MO;"Teacher and translator
http://biografia.sabiado.at/kautsky-brunn-gerda/"
DE;Keller, F. O.;NONE;Missing;Missing;Missing;Missing;NU;- -
DE;Kemp, Friedhelm;Umbran, Friedrich;1914;2011;DE;M;"ME; GT; WA";"German literary scholar, writer and translator; specialist in French poetry (Baudelaire, Bonnefoy, Jaccottet), wrote his own poetry under pseudonym https://de.wikipedia.org/wiki/Friedhelm_Kemp"
DE;Kempski, Jürgen v.;NONE;1910;1998;DE;M;ME;"German philosopher and social scientist; 1930-35 studied law, mathematics, philosophy and economics in Freiburg and Berlin; freelance writer until 1939; 1939-45 worked for Deutsches Institut für außenpolitische Forschung which supported the Nazi foreign policy; not a Nazi supporter himself; after WW2 translator and private scholar; 1951 PhD https://de.wikipedia.org/wiki/J%C3%BCrgen_von_Kempski"
DE;Kesser, Armin;NONE;1906;1965;"CH; DE";M;ME;"Swiss-German writer; 1925 studied literature and philosophy in Frankfurt am Main; wrote essays and critics for Frankfurter Zeitung, Weltbühne, Linkskurve etc.; Nazis suspected him of being an opponent because of his works for left-wing journals; emigrated to Switzerland and received Swiss citizenship in 1943"
DE;Kiechler, Walter;NONE;1908;1969;DE;M;GT;German writer and literary translator from French into German
DE;Kiel, Hanna;NONE;Missing;Missing;Missing;F;"MO; ME";"German art historian, writer and translator; PhD Munich 1922; translated from English"
DE;Kienlechner, Toni;Müller, Antonie Maria (birth name);1919;2010;DE;F;ME;"German journalist, writer and translator; daughter of US-American scholar of classical philology James Loeb; studied foreign languages in Switzerland and Scotland; 1955-94 lived in Italy; until 1982 reporter for Bayerischer Rundfunk (Bavarian Broadcasting); returned to Germany in 1990s; wrote books about Italy, translated from Italian https://de.wikipedia.org/wiki/Toni_Kienlechner"
DE;Kilpper, Gustav;NONE;1879;1963;DE;M;"ME; MO";"German publisher and politician; Dr. phil h. c.; translated from Spanish (José Ortega y Gasset)"
DE;Kinzel, Wolf;NONE;Missing;Missing;Missing;M;MO;
DE;Kirschberger, Walter;NONE;Missing;Missing;Missing;M;UM;
DE;Kluger, Herbert;NONE;Missing;Missing;DE;M;ME;German publisher, author and translator
DE;Knoepfmacher, Hugo;NONE;1890;1980;"AT; US";M;MO;"Lawyer and translator; Jewish; emigrated to New York in 1939; translated Achad Haams ‘Am Scheideweg’; wrote poems in Hebrew
https://www.jewiki.net/wiki/Hugo_Kn%C3%B6pfmacher"
DE;Knust, Jutta;NONE;1913;Missing;Missing;F;ME;"Translated from Danish, French, Dutch, Afrikaans, Swedish, Norwegian and English; worked on translations with A. Theodor Knust (Godfried Bomans, Janet Lewis, Kay Haugaard)"
DE;Knust, Theodor A.;NONE;1908;Missing;Missing;M;ME;"Translated from French, Italian and all Germanic languages; worked on translations with Jutta Knust (Harold Nicolson, Winifred Holtby, Guy de Maupassant)"
DE;Koffka, Mira;Klein, Miriam Maxa;1886;1977/78;DE;F;ME;"German translator; family was Protestant but of Jewish origin; PhD Munich 1910; translated from French (Honoré de Balsac) and English https://de.wikipedia.org/wiki/Mira_Koffka"
DE;Korth, Clemens;NONE;Missing;Missing;DE;M;UM;"Dr. phil. Key figure in Saarländische Rundfunk (Saarland Radio), specialising in music and cultural programmes
https://www.yumpu.com/de/document/read/28614913/persanliche-erinnerungen-an-die-saarlandische-literatur-"
DE;Koval, Alexander;NONE;1922;1986;DE;M;MO;"Editor, essayist, translator, critic; editor-in-chief of Das Lot (1947-1952); translated works by Djuna Barnes, Henry Miller, Archibals MacLeish, Robert Lowry. Tennessee Williams, Wallace Stevens ... https://de.wikipedia.org/wiki/Alexander_Koval"
DE;Kracauer, Siegfried;NONE;1889;1966;"DE; US";M;MO;"Self-translation only; https://de.wikipedia.org/wiki/Siegfried_Kracauer"
DE;Kraushaar, Richard;NONE;1898;1962;DE;M;ME;"German poet, writer and translator; PhD; translated from English (Aldous Huxley, Lancelot Law Whyte, Herman Melville)"
DE;Küchler, Walter;NONE;1877;1953;DE;M;WA;"German scholar of Romance Studies and Literary Scholar; particular interest in French poetry, Prof in Würzburg but sent into early retirement by Nazis, reinstated in 1946; co-editor of Die Neueren Sprachen (1915-22); published translations from French and English. https://de.wikipedia.org/wiki/Walther_K%C3%BCchler"
DE;Kutscher, Irmgard;NONE;Missing;Missing;Missing;F;MO;
DE;Lachmann, Peter;NONE;1935;Missing;"DE; PL";M;MO;"Poet, journalist, theatre director, translator
https://de.wikipedia.org/wiki/Peter_Lachmann"
DE;Landmann, Michael;NONE;1913;1984;CH;M;WA;"Swiss philosopher, particular interest in Georg Simmel; works as assistant to Karl Jaspers. https://de.wikipedia.org/wiki/Michael_Landmann"
DE;Landry, H.;NONE;Missing;Missing;Missing;Missing;NU;- -
DE;Langer, Felix;NONE;1889;1979;AT;M;NU;"journalist, writer, playwright, theatre critic, pseudonym (Felix) Abranto, served in WWI, emigrated to Czechoslovakia (1933), contributed to various exile newspapers, literary works against antisemitism and racial hatred, fled to London in 1939
https://de.wikipedia.org/wiki/Felix_Langer_(Schriftsteller)"
DE;Laporte, Luise;NONE;Missing;Missing;Missing;F;MO;
DE;Larsen, Egon;NONE;1904;1990;"DE; GB";M;NU;born Egon Lehrburger, journalist, writer, employment ban in 1933, fled to France, journalist in Prague (1935), emigrated to London (1938), Free German League of Culture, worked for the BBC, wrote popular scientific books, translated them himself, member of the Labour Party (1945) https://de.wikipedia.org/wiki/Egon_Larsen
DE;Larsen, Magda H.;NONE;Missing;Missing;Missing;F;NU;"1949: The God-Seeker (dt. EA Der Einsame Kämpfer, Übersetzerin Magda H. Larsen, Diana Verlag, Zürich 1951) wiki Sinclair Lewis https://de.wikipedia.org/wiki/Sinclair_Lewis ; Brighton Rock, dt. von Magda H. Larsen; Zsolnay, Berlin, Wien, Leipzig 1948 wiki Graham Greene https://de.wikipedia.org/wiki/Graham_Greene"
DE;Lehmann, Wilhelm;NONE;1882;1968;DE;M;NU;"writer, poet, teacher, born in Venezuela, taught German and English (1923-47), served during WWI, deserted into English war captivity (Der Überläufer 1925-27, only published 1962, topic: “Desertion”), joined NSDAP in 1933 (against his convictions, out of fear), publication ban (1945-46) because of his membership 
https://de.wikipedia.org/wiki/Wilhelm_Lehmann"
DE;Leishman, James Blair;NONE;1902;1963;GB;M;NU;"translation DE-EN (Bonhoeffer, 1.2.1947) 
British scholar of English literature, translator of German poetry, translated mostly Rilke and Hölderlin, member of “Deutsche Akademie für Sprache und Dichtung”
Leishman papers at Bod
https://en.wikipedia.org/wiki/James_Blair_Leishman"
DE;Leithäuser, Joachim Gustav;NONE;1910;1965;DE;M;MO;"Journalist and writer
https://de.wikipedia.org/wiki/Joachim_G._Leith%C3%A4user"
DE;Lemke, Bruno;NONE;Missing;Missing;Missing;M;MO;
DE;Lendt-Michaelis, Ilse;NONE;1903-;Missing;DE;F;NU;"https://discovery.nationalarchives.gov.uk/details/r/C14951872 
born in Köln, internee at liberty in the UK, prob. dies Aylesbury"
DE;Leonhard, Kurt;NONE;1910;2005;DE;M;"MO; ME";"Poet, translator; imprisoned by US troops during WWII, later worked as an interpreter 
https://de.wikipedia.org/wiki/Kurt_Leonhard"
DE;Lepiorz, Gerhard;NONE;Missing;Missing;Missing;M;MO;
DE;Leroy, E.;NONE;Missing;Missing;DE;Missing;UM;
DE;Levitin, Isabella;NONE;Missing;Missing;Missing;F;ME;Translated from English (W. H. Auden)
DE;Lichtenstein, Grete;NONE;Missing;Missing;Missing;F;KA;Possibly the Jewish theatre producer and film director Grete Ly (1885-1942) https://de.wikipedia.org/wiki/Grete_Ly
DE;Lilius, Charlotte;NONE;1899;Missing;FI;F;MO;"Finnish writer and translator; famous for translating Mika Waltars ‘Sinuhe der Ägypter’ into German
https://fi.wikipedia.org/wiki/Charlotte_Lilius"
DE;Lind, Georg R.;NONE;1926;1990;DE;M;ME;"German scholar of Romance philology, Portuguese language and literature, and translator; PhD; 1969 habilitation; translated from Spanish and Portuguese https://de.wikipedia.org/wiki/Georg_Rudolf_Lind"
DE;Lindemann, Helmut;NONE;1912;1998;DE;M;"ME; MO";"German writer, publicist and translator; studied law at the universities of Kiel, Hamburg, Exeter and Berlin; 1936 Dr. jur. Berlin; 1938-45 foreign correspondent in London, Amsterdam, Athens and Stockholm; wrote articles and comments for Frankfurter Allgemeine Zeitung and Die Zeit and worked for Bayerischer Rundfunk, Norddeutscher Rundfunk and Westdeutscher Rundfunk; translator from English and French https://de.wikipedia.org/wiki/Helmut_Lindemann"
DE;Lindt, Inge;NONE;Missing;Missing;Missing;F;MO;
DE;Littmann, Enno;NONE;1875;1958;DE;M;GT;"Prof of oriental languages, translations of Arabic into German

https://en.wikipedia.org/wiki/Enno_Littmann"
DE;Loepfe, Alfred;NONE;Missing;Missing;Missing;M;MO;
DE;Lohner, Edgar;NONE;1919;1975;DE;M;ME;"German literary historian; arrested by Gestapo in 1939 being accused of “high treason”, five years in prison in Plötzensee, Moabit and Siegburg; prisoner of war in Africa until 1946; studied German, French and American literature; Dr. phil. 1950; emigrated to the US; professor at various universities; wrote about Gottfried Benn and his works; his wife was also a translator from English, translated and wrote essays together; emigrated back to Germany in 1973 https://www.deutsche-biographie.de/sfz54100.html"
DE;Lohner, Edgar;NONE;1919;1975;DE;M;MO;https://www.deutsche-biographie.de/sfz54100.html
DE;Lorch, Fritz;NONE;Missing;Missing;DE;M;ME;Translated from English
DE;Luitpold, Josef;NONE;1886;1966;AT;M;KA;"Austrian poet and official in the Workers Movement; “Josef Luitpold” as pseudonym for “Josef Luitpold Stern”; Jewish, 1934 flees to Czechoslovakia, then on to France, interned, Spain and US; returns to Austria after war
https://de.wikipedia.org/wiki/Josef_Luitpold_Stern"
DE;Lütgen, Kurt;NONE;1911;1992;DE;M;NU;"(not sure if he translated a work in 3.3.1948) (Das letzte Geschenk 1949, Essen); Publ Farber
writer, studied German, history, philosophy and art history, trained book seller, journalist and editor (1933-41), ambulance service during WWII (1941-45), after WWII writer and translator, wrote mostly books for the young about exotic and historic topics, translated several works together with Wilhelm Dorn
https://de.wikipedia.org/wiki/Kurt_L%C3%BCtgen"
DE;Luther, Arthur;NONE;1876;1955;DE;M;KA;"German literary scholar, librarian, translator and interpreter, Interpreting Institute Leipzig; 1946-51 Marburg, Teaching Position Modern Russian Literature and Art History
Specialised in translating French and Russian into German
https://de.wikipedia.org/wiki/Arthur_Luther"
DE;Lüthy, Herbert;NONE;1918;2002;CH;M;MO;"Historian; translated selected essays from Montaigne (1953)
https://de.wikipedia.org/wiki/Herbert_L%C3%BCthy_(Historiker)"
DE;Lutzjak, Halina;NONE;1924;2011;"UKR; DE";F;KA;"Born in Brodina (Romania), moved to Germany, schooled in Paderborn from 1943, studied in Göttingen, PhD Munich 1950; 1948 married Olexa Horbatsch who was appointed Prof of Slavonic Philology from 1965 in Frankfurt
Worked as translator and as civil rights activist, particular focus on suppression of Ukrainian culture, art and literature, Amnesty International; held a kind of literary salon; a key figure for German-Ukrainian relations in the post-war period
https://de.wikipedia.org/wiki/Anna-Halja_Horbatsch"
DE;Maruhn, Siegfried;NONE;1923;2011;Missing;M;MO;"Journalist, writer, translator; editor for News of Germany, Neue Zeitung, WAZ https://de.wikipedia.org/wiki/Siegfried_Maruhn"
DE;Matheis, F.;NONE;Missing;Missing;Missing;Missing;GT;"Translated from Italian into German; nationality probably German"
DE;Mathi, Maria;NONE;1889;1961;DE;F;GT;"German historical novelist, poet, translator; unable to publish during Nazi period because not member of the Reichsschrifttumskammer
https://de.wikipedia.org/wiki/Maria_Mathi"
DE;Mayer, Elisabeth;NONE;Missing;Missing;Missing;F;WA;
DE;Mayr, Rolf;NONE;Missing;Missing;Missing;M;WA;Possibly translator of Fontaine’s Fables
DE;Meienburg, K. H.;NONE;Missing;Missing;Missing;Missing;GT;Translated from Russian into German
DE;Meister, Guido G.;NONE;Missing;Missing;Missing;M;"MO; ME";Translated from English and French (Albert Camus)
DE;Meitner, Clarisse;NONE;1891;Missing;AT;F;MO;"Writer, journalist, translator
https://www.deutsche-digitale-bibliothek.de/person/gnd/116871385"
DE;Mendelssohn Bartholdy, Edith;NONE;1882;1969;DE ;F;MO;"emigrated to England in 1936, worked as a teacher; https://de.wikipedia.org/wiki/Edith_Mendelssohn_Bartholdy"
DE;Meyer-Clason, Curt;NONE;1910;2012;DE;M;ME;"German writer, essayist, editor and translator; specialized in Latin-American and especially Brazilian literature; worked as commercial clerk and independent merchant in Germany, France, Argentina and Brazil; 1942-46 interned in Brazil as enemy alien; 1969-76 head of the Goethe Institute in Lisbon; returned to Germany; translated from Portuguese, Spanish and Latin American (notably Gabriel Garcia Marquez) https://de.wikipedia.org/wiki/Curt_Meyer-Clason"
DE;Meyer-Lüne, Ilse;NONE;1886;Missing;Missing;F;ME;Translated from Swedish
DE;Mikusch, Dagobert von;NONE;1874;1950;DE;M;MO;"Writer, translator; translated Thomas E. Lawrence
https://www.deutsche-digitale-bibliothek.de/person/gnd/117031259"
DE;Miodrag, Vukié;NONE;Missing;Missing;Missing;M;ME;Translator from Serbian 
DE;Misevicius, Albinas;NONE;Missing;Missing;Missing;Missing;GT;
DE;Möhring, Beate;NONE;Missing;Missing;Missing;F;NU;
DE;Moras, Joachim;NONE;1902;1961;DE;M;ME;"German scholar of Romance studies, publicist and translator; PhD 1929; he and Hans Paeschke founded magazine Merkur: Zeitschrift für europäisches Denken in 1947; translated André Gide https://de.wikipedia.org/wiki/Joachim_Moras"
DE;Möring, Richard;"Moehring, Richard; Möhring, Richard; Moering, Richard; Gan, Peter";1894;1974;DE;M;"ME; UM";"German author, translator, literary editor; studied law in Marburg, Bonn, Hamburg, Dr. Phil., studied English and Philosophy at Oxford; from 1927 freelance; 1938 flees Nazism, heads to Paris; 1942 on to Spain; 1946 – 1958 living in Paris, dies in Hamburg 1974; before WW2 correspondent for Frankfurter Zeitung, works for Atlantis-Verlag; after WW2 translator from EN and FR https://deacademic.com/dic.nsf/dewiki/1182139/571293 In ME, seems to have translated mainly under the pseudonym Peter Gan"
DE;Mühlberger, Josef;NONE;1903;1985;Missing;M;GT;"Associated with Max Brod
http://www.prager-literaturhaus.com/?page=detail&id=141-josef-m-hlberger"
