Language_area;Journal;Year;Issue_ID;Vol;No;Listed_Translator;Translator;Author;Title;Genre;SL;TL;Notes
DE;ME;1952;56;6;10;Möring, Richard;Möring, Richard;Apollinaire, Guillaume;Mondschein;Poetry;FR;DE;"French poet and writer of Italian-Polish origin, wrote in French;  Part of a group of 3 poems titled ""Gedichte"""
DE;ME;1952;56;6;10;Anon.;Anon.;O’Donnell, Donat;Der Faust des Bernanos;Non-fictional prose;EN-BE;DE;
DE;ME;1952;56;6;10;Jaffé, Fritz;Jaffé, Fritz;Soldati, Mario;Die grüne Jacke;Fictional prose;IT;DE;"Part 3; part 1 and 2 in Vol. 54 and 55, 1952"
DE;ME;1952;57;6;11;Herlitschka, Herberth E.;Herlitschka, Herberth E.;Wilder, Thornton;Gedanken für unsere Zeit;Non-fictional prose;EN-AE;DE;Speech at Harvard in 1951
DE;ME;1952;58;6;12;Rechel, Eva;Rechel, Eva;Eliade, Mircea;Von der Unteilbarkeit Europas;Non-fictional prose;FR;DE;
DE;ME;1952;58;6;12;Walter, Fritz;Walter, Fritz;Flew, Antony G. N.;Geist und Geisterseherei;Non-fictional prose;EN-BE;DE;
DE;ME;1952;58;6;12;Einsiedel, Wolfgang von;Einsiedel, Wolfgang von;Campbell, C. G.;Arabische Geschichten: Die Geschichte von Jung-Jamil, dem Kaufmannssohn aus Bagdad;Fictional prose;EN-BE;DE;"Collection of stories, orally transmitted narratives by Arab tribes, written down for the first time by Campbell in English; published in “Tales from the Arab Tribes“ and “From Town and Tribe”"
DE;ME;1953;59;7;1;Rechel, Eva;Rechel, Eva;Zimmer, Heinrich;Notizen zu einem Lebenslauf;Life-writing;EN-AE;DE;Autobiographic notes, posthumously published in 1944 (Van Vechten Press, New York)
DE;ME;1953;60;7;2;Einsiedel, Wolfgang von;Einsiedel, Wolfgang von;Drake, Samuel G.;Ein Indianer sprach;Non-fictional prose;EN-AE;DE;Speech, first published in a book by Samuel G. Drake (1798-1875) (“Biography and History of the Indians of North America”)
DE;ME;1953;61;7;3;Jaffé, Fritz;Jaffé, Fritz;Yourcenar, Marguerite;Hadrian an Marc Aurel;Fictional prose;FR;DE;
DE;ME;1953;62;7;4;Herlitschka, Herberth E.;Herlitschka, Herberth E.;Wilder, Thornton;Ein Engel, der das Wasser bewegte;Drama;EN-AE;DE;A play
DE;ME;1953;63;7;5;NONE;NONE;NONE;NONE;NONE;NONE;NONE;
DE;ME;1953;64;7;6;NONE;NONE;NONE;NONE;NONE;NONE;NONE;
DE;ME;1953;65;7;7;Horst, Karl August;Horst, Karl August;Ortega y Gasset, José;Über das Denken;Non-fictional prose;SP;DE;"Essay; first published in 1941 (“Apuntes sobre el pensamiento, su teurgia y su demiurgia”) in the journal “Logos”, issued by the faculty of philosophy at the University of Buenos Aires"
DE;ME;1953;66;7;8;Einsiedel, Wolfgang von;Einsiedel, Wolfgang von;Lamming, George;Zwei Frauen und ein Mann: Negergeschichten aus Barbados;Life-writing;EN-BE;DE;Two stories from “In the Castle of My Skin”
DE;ME;1953;67;7;9;Einsiedel, Wolfgang von;Einsiedel, Wolfgang von;Barnett, Anthony S.;Malthus und das Problem der Welternährung;Non-fictional prose;EN-BE;DE;Prof. Anthony S. Barnett was one of the leading English biologists of the 20th century
DE;ME;1953;68;7;10;Einsiedel, Wolfgang von;Einsiedel, Wolfgang von;McCullers, Carson;Die Mär von der glückslosen Schenke (I);Fictional prose;EN-AE;DE;Narrative from “The Bailad of the Sad Café” (The Cresset Press, London, 1952), part 1
DE;ME;1953;69;7;11;Einsiedel, Wolfgang von;Einsiedel, Wolfgang von;McCullers, Carson;Die Mär von der glückslosen Schenke (II);Fictional prose;EN-AE;DE;"Second part of the narrative; part I in Vol. 68, 1953"
DE;ME;1953;70;7;12;Uhde-Bernays, Hermann;Uhde-Bernays, Hermann;Hillebrand, Karl;Herder;Non-fictional prose;EN-AE;DE;"German writer who wrote essays for French, English, Italian and American journals; the article “Herder” was first published in the US-American journal Boston Review in 1872"
DE;ME;1953;70;7;12;Einsiedel, Wolfgang von;Einsiedel, Wolfgang von;McCullers, Carson;Die Mär von der glückslosen Schenke (III);Fictional prose;EN-AE;DE;"Third part of the narrative; Part I and II: Vol. 68 and 69, 1953"
DE;ME;1954;71;8;1;Nostitz, Oswalt von;Nostitz, Oswalt von;Venaissin, Gabriel;Zur Psychologie des Arbeiterpriesters;Non-fictional prose;FR;DE;A study
DE;ME;1954;72;8;2;NONE;NONE;NONE;NONE;NONE;NONE;NONE;
DE;ME;1954;73;8;3;Franzen, Erich;Franzen, Erich;Beckett, Samuel;Molloy;Fictional prose;EN-BE;DE;
DE;ME;1954;74;8;4;NONE;NONE;NONE;NONE;NONE;NONE;NONE;
DE;ME;1954;75;8;5;Anon.;Anon.;Barraclough, Geoffrey;Abschied von der Europäischen Geschichte?;Non-fictional prose;EN-BE;DE;
DE;ME;1954;75;8;5;Horst, Karl August;Horst, Karl August;Alonso, Damaso;Wurzeln des Hasses;Poetry;SP;DE;"Collection of poems from “Hijos de la Ira” which was published in Germany as “Söhne des Zorns” (Suhrkamp, Frankfurt/M.); Part of a group of 2 poems titled ""Gedichte"""
DE;ME;1954;75;8;5;Horst, Karl August;Horst, Karl August;Alonso, Damaso;Stimme des Baumes;Poetry;SP;DE;"Collection of poems from “Hijos de la Ira” which was published in Germany as “Söhne des Zorns” (Suhrkamp, Frankfurt/M.); Part of a group of 2 poems titled ""Gedichte"""
DE;ME;1954;75;8;5;Dülberg, Peter;Dülberg, Peter;Trilling, Lionel;Kunst und Neurose;Non-fictional prose;EN-AE;DE;A study, first published in the collection of essays “The Liberal Imagination” (The Viking Press New York 1951)
DE;ME;1954;76;8;6;NONE;NONE;NONE;NONE;NONE;NONE;NONE;
DE;ME;1954;77;8;7;Wydenbruck, Nora;Wydenbruck, Nora;Eliot, T. S.;Vergil und die christliche Welt;Non-fictional prose;EN-BE;DE;
DE;ME;1954;77;8;7;Stresau, Hermann;Stresau, Hermann;Auden, W. H.;Wort und Maschine;Non-fictional prose;EN-BE;DE;First published in Vol. 2 of the English journal “Encounter”
DE;ME;1954;78;8;8;Spaltmann, Günther;Spaltmann, Günther;Eliade, Mircea;Die Mythen in der modernen Welt;Non-fictional prose;"FR; RO; FR; EN-AE";DE;Mircea wrote in Romanian, French, English, Italian and German
DE;ME;1954;78;8;8;Boehlich, Walter;Boehlich, Walter;Kierkegaard, Sören;Briefe;Life-writing;DAN;DE;
DE;ME;1954;79;8;9;Anon.;Anon.;Toynbee, Arnold J.;Weltreligionen und Welteinheit;Non-fictional prose;EN-BE;DE;
DE;ME;1954;80;8;10;Walter, Fritz;Walter, Fritz;Mumford, Lewis;Symbol- und Funktionswerte in der Architektur;Non-fictional prose;EN-AE;DE;"Chapter (“Symbol and Function in Architecture"") of the book “Art and Technics” (Columbia University Press)"
DE;ME;1954;80;8;10;Schaefer-Rümelin, Maria;Schaefer-Rümelin, Maria;Gide, André;Wiedergefundene Tagebuchblätter: Sommer 1937;Life-writing;FR;DE;
DE;ME;1954;81;8;11;Horst, Karl August;Horst, Karl August;Ortega y Gasset, José;Über den Ausdruck als kosmisches Phänomen;Non-fictional prose;SP;DE;Excerpt from an essay
DE;ME;1954;82;8;12;Jaffé, Fritz;Jaffé, Fritz;Yourcenar, Marguerite;Sixtina;Fictional prose;FR;DE;
DE;ME;1955;83;9;1;NONE;NONE;NONE;NONE;NONE;NONE;NONE;
DE;ME;1955;84;9;2;NONE;NONE;NONE;NONE;NONE;NONE;NONE;
DE;ME;1955;85;9;3;NONE;NONE;NONE;NONE;NONE;NONE;NONE;
DE;ME;1955;86;9;4;Wiemer, Horst;Wiemer, Horst;Schlumberger, Jean;Kardinal Retz;Non-fictional prose;FR;DE;Essay which was presented as a speech at the Bavarian Academy of Fine Art in Munich
DE;ME;1955;86;9;4;Palm, Erwin Walter;Palm, Erwin Walter;García Lorca, Federico;Sang von der Zigeuner-Seguidilla;Poetry;SP;DE;First translation to be published
DE;ME;1955;87;9;5;"Franz, M. A. von; Schlüter, B.";"Franz, M. A. von; Schlüter, B.";Sachs, Maurice;Sittenbilder unserer Zeit;Non-fictional prose;FR;DE;“Tableau des moeurs de ce Temps” (Gallimard)
DE;ME;1955;87;9;5;Benton, José Antonio;Benton, José Antonio;Magalhães, José Vieira Couto de;Brasilianische Tierfabeln;Fictional prose;PT-B;DE;Fables, first published in 1876 (“O Selvagem”)
DE;ME;1955;88;9;6;Carlsson, Anni;Carlsson, Anni;Joslin, Mike;Ein Spinnenmärchen von der Goldküste;Fictional prose;SE;DE;
DE;ME;1955;89;9;7;Anon.;Anon.;Citati, Pietro;Europäisches Blut, in: Chronik: Gewissen wider Gewalt;Non-fictional prose;IT;DE;
DE;ME;1955;90;9;8;Clemen, Ursula;Clemen, Ursula;Eliot, T. S.;Goethe der Weise;Non-fictional prose;EN-AE;DE;Speech given in Hamburg, May 1954
DE;ME;1955;91;9;9;Koffka, Mira;Koffka, Mira;Schrödinger, Erwin;Die Atomisten;Non-fictional prose;EN-BE;DE;One of several lectures on the subject “Nature and the Greeks” at the University of Dublin
DE;ME;1955;91;9;9;Süskind, Wilhelm Emanuel;Süskind, Wilhelm Emanuel;Blixen, Karen;Die Unbesiegbaren;Fictional prose;EN;DE;"also known under her pen names Isak Dinesen (in English-speaking countries), Tania Blixen (in German-speaking countries); Danish author who wrote in Danish and English. Not indicated whether in EN-BE or EN-AE"
DE;ME;1955;91;9;9;Einsiedel, Wolfgang von;Einsiedel, Wolfgang von;Russell, Bertrand;Philosophen und Idioten;Life-writing;EN-BE;DE;
DE;ME;1955;92;9;10;"Claes, A.; Lohner, Edgar";"Claes, A.; Lohner, Edgar";Auden, W. H.;[Untitled];Poetry;EN-BE;DE;"Part of a group of 3 poems titled ""Gedichte"""
DE;ME;1955;92;9;10;"Claes, A.; Lohner, Edgar";"Claes, A.; Lohner, Edgar";Auden, W. H.;Der Wanderer;Poetry;EN-BE;DE;"Part of a group of 3 poems titled ""Gedichte"""
DE;ME;1955;92;9;10;"Claes, A.; Lohner, Edgar";"Claes, A.; Lohner, Edgar";Auden, W. H.;Musée des Beaux Arts;Poetry;EN-BE;DE;"Part of a group of 3 poems titled ""Gedichte"""
DE;ME;1955;93;9;11;Clemen, Ursula;Clemen, Ursula;Auden, W. H.;Dichten heute;Non-fictional prose;EN-BE;DE;One of three lectures on the subject “On Writing Poetry today” on British radio
DE;ME;1955;93;9;11;Schneider, Hans-Karl;Schneider, Hans-Karl;Ortega y Gasset, José;Velázquez und Goya;Non-fictional prose;SP;DE;
DE;ME;1955;93;9;11;Demetz, Peter;Demetz, Peter;"Blatný, Ivan; Listopad, František; Tumlíř, Jan";Bitteres Wasser: Aus der Lyrik des tschechischen Exils;Poetry;CZ;DE;"Translation of poems: Sommerabend, Das Theater (Blatný) ; Nur das Detail (Listopad) ; Männer und Frauen, Bitteres Wasser (Tumlíř)"
DE;ME;1955;94;9;12;Herlitschka, Herberth E.;Herlitschka, Herberth E.;Yeats, W. B.;Der Kater und der Mond: Ein Spiel für Tänzer in 1 Akt;Drama;EN-BE;DE;
DE;ME;1955;94;9;12;Rüdiger, Horst;Rüdiger, Horst;Buzzati, Dino;Die Sintflut;Fictional prose;IT;DE;
DE;ME;1956;95;10;1;Moras, Joachim;Moras, Joachim;McCullers, Carson;Ein Baum, ein Fels, eine Wolke…;Fictional prose;EN-AE;DE;A narrative from “The Ballad of the Sad Café” (The Cresset Press, London, 1952)
DE;ME;1956;96;10;2;Kienlechner, Toni;Kienlechner, Toni;Citati, Pietro;Cesare Pavese: Aus den Tagebüchern;Life-writing;IT;DE;Introduction to excerpts from Pavese‘s diaries 
DE;ME;1956;96;10;2;Birnbaum, Charlotte;Birnbaum, Charlotte;Pavese, Cesare;"Aus den Tagebüchern: Das Tagebuch „II Mestiere di virere""";Life-writing;IT;DE;The above-mentioned excerpts from Pavese’s diaries 
DE;ME;1956;97;10;3;Taube, Otto von;Taube, Otto von;"Ungaretti, Giuseppe; Quasimodo, Salvatore";Italienische Lyrik von heute;Poetry;IT;DE;
DE;ME;1956;97;10;3;Anon.;Anon.;Koskenniemi, Veikko Antero;Aphorismen;Non-fictional prose;FI;DE;Excerpts from volume “Elokuisia ajatuksia” (1954)
DE;ME;1956;98;10;4;Anon.;Anon.;Schlumberger, Jean;Dank an Ernst Robert Curtius;Life-writing;FR;DE;
DE;ME;1956;98;10;4;Anon.;Anon.;Faulkner, William;Schwüler September;Fictional prose;EN-AE;DE;One of three narratives from a collection
DE;ME;1956;99;10;5;Schwarz, Friedrich;Schwarz, Friedrich;Post, Laurens van der;Das dunkle Auge Afrikas;Non-fictional prose;EN-BE;DE;
DE;ME;1956;99;10;5;"Reischach-Scheffel, Margarete von; Meyer-Clason, Curt";"Reischach-Scheffel, Margarete von; Meyer-Clason, Curt";Weidlé, Wladimir;Die russische Seele;Non-fictional prose;FR;DE;"Weidlé was a French-Russian culture and art historian who wrote in both Russian and French; the article on Merkur is the last chapter of his book “La Bussie absente et présente” which was first published in 1949 (Gallimard, Paris)"
DE;ME;1956;99;10;5;"Knust, Jutta; Knust, Theodor A.";"Knust, Jutta; Knust, Theodor A.";Bomans, Godfried;Gedanken hinter einem Teller Spaghetti;Non-fictional prose;DU;DE; 
DE;ME;1956;100;10;6;Lind, Georg R.;Lind, Georg R.;Machado, Antonio;Ratschläge und Sentenzen:Juan de Mairenas und seines Lehrers Abel Martin;Non-fictional prose;SP;DE;Philosophical prose, “Juan de Mairena (Consejos, Sentencias y Donaires de Juan de Mairena y de su maestro Abel Marlin)”, published in 1936
DE;ME;1956;100;10;6;Anon.;Anon.;"Godin, W.; Beck, F.";Erlebnisse eines Zellengenossen: Zur Geschichte der Jeschowschen Säuberungen (1936-1939);Life-writing;EN-BE;DE;Excerpt from the book “Russian Purge and The Extraction of Confession” which was first published in 1951 (Hurst and Blackelt, London)
DE;ME;1956;101;10;7;Anon.;Anon.;Dasnoy, Albert;Entwurf einer Analyse der Vulgarität;Non-fictional prose;FR;DE;Part of a collection of essays (“Le Prestige du Passé”)
DE;ME;1956;102;10;8;Anon.;Anon.;Rougemont, Denis de;Theologische Elemente der abendländischen Wissenschaft;Non-fictional prose;FR;DE;"A study; chapter of book “L'aventure occidentale de l’homme”"
DE;ME;1956;102;10;8;Stresau, Hermann;Stresau, Hermann;Trilling, Lionel;Freud und die Krise unserer Kultur;Non-fictional prose;EN-AE;DE;Second part of an essay which was first published in 1955 (“Freud Anniversary Lecture”)
DE;ME;1956;103;10;9;Kilpper, Gustav;Kilpper, Gustav;Ortega y Gasset, José;Die Buchmaschine: Zu einem enzyklopädischen Wörterbuch;Non-fictional prose;SP;DE;Written in 1939
DE;ME;1956;104;10;10;Kemp, Friedhelm;Kemp, Friedhelm;Perse, Saint-John;Winde;Poetry;FR;DE;
DE;ME;1956;105;10;11;Stammler, Heinrich;Stammler, Heinrich;Roethke, Theodore;Flucht;Poetry;EN-AE;DE;"Excerpt from: Der verlorene Sohn; and: Where Knock Is Open Wide"
DE;ME;1956;105;10;11;Stammler, Heinrich;Stammler, Heinrich;Wilbur, Richard;Auf den Tod eines soeben verschiedenen amerikanischen Poeten;Poetry;EN-AE;DE;Excerpt from: Ceremony and Other Poems
DE;ME;1956;105;10;11;Stammler, Heinrich;Stammler, Heinrich;Eberhardt, Richard;"Bürde ; Winters im Auto vorbei an La Crosse";Poetry;EN-AE;DE;Excerpt from: A Bravery of Earth
DE;ME;1956;106;10;12;Anon.;Anon.;Caillois, Roger;Geschichte – Auf den Kopf gestellt: Rezension zu: Claude Lévi-Strauss: Race et Histoire;Book review;FR;DE;Essay which was first published in literary journal Nouvelle Revue française (NRF)
DE;ME;1956;106;10;12;Anon.;Anon.;Heller, Peter;Zur Biographie Freuds: zur Rezension: Ernest Jones: The life and Work of Sigmund Freud;Book review;EN-AE;DE;
DE;ME;1956;106;10;12;Anon.;Anon.;Borchard, Ruth;Zur Biographie John Stuart Mills;Book review;EN-BE;DE;
DE;ME;1957;107;11;1;Fried, Erich;Fried, Erich;Thomas, Dylan;Ich werde jetzt laut vorlesen;Non-fictional prose;EN-BE;DE;
DE;ME;1957;107;11;1;Meister, Guido G.;Meister, Guido G.;Camus, Albert;Der Fall;Fictional prose;FR;DE;A narrative (“La Chute“)
DE;ME;1957;108;11;2;Schaefer-Rümelin, Maria;Schaefer-Rümelin, Maria;Schlumberger, Jean;Madeleine und André Gide;Life-writing;FR;DE; 
DE;ME;1957;109;11;3;Enzensberger, Hans Magnus;Enzensberger, Hans Magnus;Ionesco, Eugène;Aus: Die kahle Sängerin;Drama;FR;DE;
DE;ME;1957;109;11;3;Enzensberger, Hans Magnus;Enzensberger, Hans Magnus;Ionesco, Eugène;Circulus Vitiosus: Aus: L'Impromptu de l'Alma;Drama;FR;DE;
DE;ME;1957;109;11;3;Herlitschka, Herberth E.;Herlitschka, Herberth E.;Huxley, Aldous;Zensur und gesprochene Literatur;Non-fictional prose;EN-BE;DE;
DE;ME;1957;110;11;4;Studniczka, Hanns;Studniczka, Hanns;Gracián, Baltasar;Beschaffenheit des Weltlebens;Fictional prose;SP;DE;
DE;ME;1957;111;11;5;Hohenemser-Steglich, Helly;Hohenemser-Steglich, Helly;Cacciatore, Edoardo;Der Traum des Gepäckträgers;Fictional prose;IT;DE;"A narrative; excerpt from “L‘identificazione interna” (Napoli 1951)"
DE;ME;1957;112;11;6;Kiel, Hanna;Kiel, Hanna;Berenson, Bernard;Aus einem Römischen Tagebuch;Life-writing;EN-AE;DE;
DE;ME;1957;113;11;7;Weber, Ulrich;Weber, Ulrich;Ortega y Gasset, José;Das inter-individuelle Leben: Wir - Du - Ich;Non-fictional prose;SP;DE;
DE;ME;1957;113;11;7;Parigi, Ingrid;Parigi, Ingrid;Buzzati, Dino;Der Kunstkritiker;Fictional prose;IT;DE;A satirical commentary
DE;ME;1957;114;11;8;Schröder, Rudolf Alexander;Schröder, Rudolf Alexander;Racine, Jean-Baptiste;Phädra;Drama;FR;DE;A drama
DE;ME;1957;114;11;8;Kienlechner, Toni;Kienlechner, Toni;Petroni, Guglielmo;Die italienische Literatur der Gegenwart;Non-fictional prose;IT;DE;A literary report
DE;ME;1957;115;11;9;Kemp, Friedhelm;Kemp, Friedhelm;Jouve, Pierre Jean;Ein Abend mit dem Baum;Poetry;FR;DE;
DE;ME;1957;116;11;10;Kemp, Friedhelm;Kemp, Friedhelm;Schlumberger, Jean;Leopard;Fictional prose;FR;DE;From book “Passion” (Gallimard, Paris 1956)
DE;ME;1957;116;11;10;Richter-Ruhland, Walter;Richter-Ruhland, Walter;Zoshchenko, Mikhail;Ethik;Non-fictional prose;RU;DE;
DE;ME;1957;117;11;11;Clemen, Ursula;Clemen, Ursula;Eliot, T. S.;Die Grenzen der Literaturkritik;Non-fictional prose;EN-BE;DE;
DE;ME;1957;117;11;11;Anon.;Anon.;Britton, Karl;Erinnerungen an Wittgenstein;Life-writing;EN-BE;DE;
DE;ME;1957;118;11;12;Horst, Karl August;Horst, Karl August;Valéry, Paul;Variationen über die Bucolica;Non-fictional prose;FR;DE;
DE;ME;1958;119;12;1;Kiel, Hanna;Kiel, Hanna;Berenson, Bernard;Tripolitanisches Tagebuch;Fictional prose;EN-AE;DE;
DE;ME;1958;119;12;1;Meyer-Lüne, Ilse;Meyer-Lüne, Ilse;Dagerman, Stig;Der zum Tode Verurteilte;Fictional prose;SE;DE;
DE;ME;1958;120;12;2;Brońska-Pampuch, Wanda;Brońska-Pampuch, Wanda;Woroszylski, Wiktor;Der grausame Stern;Fictional prose;PL;DE;
DE;ME;1958;120;12;2;Anon.;Anon.;Craveri-Croce, Elena;"Italienische Märchen – einst und jetzt Rezension zu: Italo Calvino: Fabie Italiane; Italo Calvino: Il Barone Rampante";Book review;IT;DE;
DE;ME;1958;120;12;2;Anon.;Anon.;Paloczi-Horvath, George;Die beiden Tode von Alexander Fadejev;Life-writing;EN-BE;DE;"Hungarian writer and opponent to Nazi Germany, emigrated to London; wrote both in Hungarian and English (from 1956 on only in English). Author also known as György Pálóczi Horváth."
DE;ME;1958;121;12;3;NONE;NONE;NONE;NONE;NONE;NONE;NONE;
DE;ME;1958;122;12;4;NONE;NONE;NONE;NONE;NONE;NONE;NONE;
DE;ME;1958;123;12;5;Hohenemser-Steglich, Helly;Hohenemser-Steglich, Helly;Cecci, Emilio;Florenz und die Fiorentinita;Non-fictional prose;IT;DE;"Important Italian literary critic; speech given in Libera Cattedra di Storia della Civiltà Fiorentina "
DE;ME;1958;123;12;5;Celan, Paul;Celan, Paul;Desnos, Robert;Epitaph;Poetry;FR;DE;"Part of a group of 2 poems titled ""Gedichte"""
DE;ME;1958;123;12;5;Celan, Paul;Celan, Paul;Desnos, Robert;Das letzte Gedicht;Poetry;FR;DE;"Part of a group of 2 poems titled ""Gedichte"""
DE;ME;1958;123;12;5;Einsiedel, Wolfgang von;Einsiedel, Wolfgang von;Auden, W. H.;Eine neue englische Übersetzung der „Zauberflöte“ I: Vorrede zur Buchausgabe;Non-fictional prose;EN;DE;Preface
DE;ME;1958;123;12;5;Kluger, Herbert;Kluger, Herbert;Borges, Jorge Luis;Der Garten der verschlungenen Pfade;Fictional prose;SP;DE;Published in collection “Ficciones“, 1948
DE;ME;1958;123;12;5;Thiersch, Adolf;Thiersch, Adolf;Herling, Gustav;Boris Pasternaks Sieg;Non-fictional prose;PL;DE;A study. Author also known as also Gustaw Herling-Grudziński.
DE;ME;1958;124;12;6;NONE;NONE;NONE;NONE;NONE;NONE;NONE;
DE;ME;1958;125;12;7;Thiersch, Adolf;Thiersch, Adolf;Rougemont, Denis de;Von der kulturellen Einheit zur politischen Vereinigung Europas;Non-fictional prose;FR;DE;
DE;ME;1958;125;12;7;Horst, Karl August;Horst, Karl August;Weidlé, Wladimir;Die grosse Absage: Von Lionardo zu Valéry;Non-fictional prose;FR;DE;Excerpt of “Les Abeilles d'Aristée”
DE;ME;1958;125;12;7;Trebitsch, Siegfried;Trebitsch, Siegfried;Shaw, George Bernard;Phantastische Fabeln;Drama;EN-BE;DE;"Collection of six short plays, “Farfetched Fables”, first published in Constable, London, 1950; performed at Watergate Theatre in London "
DE;ME;1958;126;12;8;Brońska-Pampuch, Wanda;Brońska-Pampuch, Wanda;Kolakowski, Leszek;Über die Richtigkeit der Maxime: der Zweck heiligt die Mittel;Non-fictional prose;PL;DE;First published in journal “Przeglad Kulturalny”, 1956
DE;ME;1958;127;12;9;"Braem, H.; Kaiser, E.";"Braem, H.; Kaiser, E.";Durrell, Lawrence;Zwielicht in Alexandria;Fictional prose;EN-BE;DE;Excerpt of Durrell’s novel “Justine”
DE;ME;1958;128;12;10;NONE;NONE;NONE;NONE;NONE;NONE;NONE;
DE;ME;1958;129;12;11;"Dor, Milo; Federmann, Reinhard";"Dor, Milo; Federmann, Reinhard";Krleža, Miroslav;Wie Doktor Gregor zum erstenmal in seinem Leben dem Leibhaftigen begegnete;Fictional prose;HU;DE;
DE;ME;1958;130;12;12;Anon.;Anon.;Herling, Gustav;Um Boris Pasternaks Dr. Schiwago;Non-fictional prose;PL;DE;Author also known as Gustaw Herling-Grudziński.
DE;ME;1959;131;13;1;Carlsson, Anni;Carlsson, Anni;Andersen, Hans Christian;Zwei Märchen;Fictional prose;DAN;DE;
DE;ME;1959;132;13;2;Kienlechner, Toni;Kienlechner, Toni;Gadda, Carlo Emilio;Die grässliche Bescherung in der Via Merulana;Fictional prose;IT;DE;
DE;ME;1959;133;13;3;NONE;NONE;NONE;NONE;NONE;NONE;NONE;
DE;ME;1959;134;13;4;Anon.;Anon.;Valéry, Paul;Im Umgang mit Corot;Non-fictional prose;FR;DE;"Preface; first published 1939 in collection “Pièces sur l’art“"
DE;ME;1959;134;13;4;Thiersch, Adolf;Thiersch, Adolf;Praz, Mario;Parabel der abstrakten Kunst;Non-fictional prose;IT;DE;
DE;ME;1959;135;13;5;NONE;NONE;NONE;NONE;NONE;NONE;NONE;
DE;ME;1959;136;13;6;Stresau, Hermann;Stresau, Hermann;Plimpton, George A.;Gespräch mit Ernest Hemingway;Life-writing;EN-AE;DE;Interview with Ernest Hemingway, first published in journal “The Paris Review” (Vol. 18/1958) as part of a series of interviews with leading writers on the subject “Art of fiction” (collected and published in volume “Writers at work”, Viking Press, New York)
DE;ME;1959;136;13;6;Horst, Karl August;Horst, Karl August;Borges, Jorge Luis;Die Theologen;Fictional prose;SP;DE;Argentine short-story writer, essayist, poet and translator, and a key figure in Spanish-language and universal literature
DE;ME;1959;137;13;7;Weber, Ulrich;Weber, Ulrich;Ortega y Gasset, José;Traktat über die literarischen Gattungen;Non-fictional prose;SP;DE;
DE;ME;1959;137;13;7;Horst, Karl August;Horst, Karl August;Valéry, Paul;Reflexionen über den Leib;Non-fictional prose;FR;DE;“Réflexions simples sur le corps”, first published in the volume “Variété V”, Gallimard, Paris 1941
DE;ME;1959;138;13;8;Celan, Paul;Celan, Paul;Jessenin, Sergej;Blaue Himmelsschüssel;Poetry;RU;DE;"Part of a group of 7 poems titled ""Gedichte"""
DE;ME;1959;138;13;8;Celan, Paul;Celan, Paul;Jessenin, Sergej;Du Land, dem Regen lieb wie keines;Poetry;RU;DE;"Part of a group of 7 poems titled ""Gedichte"""
DE;ME;1959;138;13;8;Celan, Paul;Celan, Paul;Jessenin, Sergej;Keine Halme mehr, kein Blatt;Poetry;RU;DE;"Part of a group of 7 poems titled ""Gedichte"""
DE;ME;1959;138;13;8;Celan, Paul;Celan, Paul;Jessenin, Sergej;Ihr Äcker, nicht zu zählen;Poetry;RU;DE;"Part of a group of 7 poems titled ""Gedichte"""
DE;ME;1959;138;13;8;Celan, Paul;Celan, Paul;Jessenin, Sergej;Der Frühlingsregen;Poetry;RU;DE;"Part of a group of 7 poems titled ""Gedichte"""
DE;ME;1959;138;13;8;Celan, Paul;Celan, Paul;Jessenin, Sergej;Alles wie der Apfelblust: vergangen;Poetry;RU;DE;"Part of a group of 7 poems titled ""Gedichte"""
DE;ME;1959;138;13;8;Celan, Paul;Celan, Paul;Jessenin, Sergej;Fall nicht;Poetry;RU;DE;"Part of a group of 7 poems titled ""Gedichte"""
DE;ME;1959;138;13;8;Hildesheimer, Wolfgang;Hildesheimer, Wolfgang;Barnes, Djuna;Wächter, was spricht die Nacht?;Fictional prose;EN-AE;DE;
DE;ME;1959;139;13;9;"Süskind, Wilhelm Emanuel; Mülbe, Wolf-Heinrich von der";"Süskind, Wilhelm Emanuel; Mülbe, Wolf-Heinrich von der";Blixen, Karen;Der Mantel;Fictional prose;EN-BE;DE;Not indicated whether EN-BE or EN-AE. This is possibly a relay transation with a Danish original. Karen Blixen is known as Tania Blixen in German-speaking countries and appears under this name in ME.
DE;ME;1959;140;13;10;Anon.;Anon.;Rozanov, V. V.;Aphorismen;Non-fictional prose;RU;DE;Author also known as Wassili Wassiljewitsch Rosanow.
DE;ME;1959;140;13;10;Anon.;Anon.;Vittorini, Elio;Die Franzosen und die Andern: Aus einem offenen Tagebuch;Non-fictional prose;IT;DE;“Diario in pubblico” published in1957, Bompiani, Milan
DE;ME;1959;141;13;11;Reifenberg, Maryla;Reifenberg, Maryla;Herling, Gustav;Der Turm;Fictional prose;PL;DE;Author also known as Gustaw Herling-Grudziński.
DE;ME;1959;141;13;11;Hinterhäuser, Hans;Hinterhäuser, Hans;Chiaromonte, Nicola;Die veräusserte Welt: Betrachtungen über den Film;Non-fictional prose;IT;DE;
DE;ME;1959;142;13;12;NONE;NONE;NONE;NONE;NONE;NONE;NONE;
DE;ME;1960;143;14;1;NONE;NONE;NONE;NONE;NONE;NONE;NONE;
