Language_area;Journal;Year;Issue_ID;Vol;No;Listed_Translator;Translator;Author;Title;Genre;SL;TL;Notes;
DE;NU;1948;29;3;6;Anon.;Anon.;Lewis, C. S.;[Untitled];Quotation;EN-BE;DE;;
DE;NU;1948;29;3;6;Anon.;Anon.;Rölvaag, Ole Edvart;Westwärts;Fictional prose;EN-AE;DE;"B: America is West (Sammlung) / Giants in the Earth (Buch; 1927)";
DE;NU;1948;29;3;6;Anon.;Anon.;Guillebaud, C. W.;Kriegsgefangene in Cambridge;Non-fictional prose;EN-BE;DE;J: The Spectator;
DE;NU;1948;29;3;6;Anon.;Anon.;Anon.;Hochschulleben in Finnland;Non-fictional prose;EN-BE;DE;J: The Times;
DE;NU;1948;29;3;6;Anon.;Anon.;Sjögren, Erik;Buchanzeigen;Book review;EN-AE;DE;J: United Nations World;
DE;NU;1948;29;3;6;Anon.;Anon.;Anon.;Buchanzeigen;Book review;EN-AE;DE;J: Newsweek;
DE;NU;1948;29;3;6;Anon.;Anon.;Gombrich, E. H.;Fritz Saxl zum Gedächtnis;Life-writing;EN-BE;DE;brit. Schriftsteller österreichischer Herkunft;
DE;NU;1948;30;3;7;Anon.;Anon.;Churchill, Winston;Ansprache zur Eröffnung der Europäischen Tagung im Haag, Holland;Non-fictional prose;EN-BE;DE;;
DE;NU;1948;30;3;7;Anon.;Anon.;McNeil, Hector;Über die Freiheit des Wortes;Non-fictional prose;EN-BE;DE;speech given at a UN conference;
DE;NU;1948;30;3;7;Anon.;Anon.;Anon.;[Untitled];Quotation;EN-BE;DE;letter-to-the-editor in J: The Observer;
DE;NU;1948;30;3;7;Anon.;Anon.;Anon.;[Untitled];Quotation;EN-AE;DE;J: New York Times Magazine;
DE;NU;1948;30;3;7;Anon.;Anon.;Cooke, Alistair;George Marshall;Fictional prose;EN-BE;DE;J: The Listener;
DE;NU;1948;30;3;7;Kalmer, Josef;Kalmer, Josef;Davin, Dan;Der Abtrünnige;Fictional prose;EN-BE;DE;B: The Gorse Blooms Pale ;
DE;NU;1948;30;3;7;Anon.;Anon.;Anon.;[Untitled];Quotation;FR;DE;J: Carrefour;
DE;NU;1948;30;3;7;Anon.;Anon.;Thorp, Willard L.;Die Gesundung Europas – ein Ernährungsproblem;Non-fictional prose;EN-AE;DE;J: Survey Graphic;
DE;NU;1948;30;3;7;Anon.;Anon.;Waley, Arthur;Gedichte als Prüfstein: Aufnahmeprüfungen für den Staatsdienst zur Zeit der T’Ang-Dynastie;Life-writing;EN-BE;DE;B: Biographie des Dichters Po Chü-i (The Life and Times of Po Chü-i). Includes quotes from poetry.;
DE;NU;1948;30;3;7;Anon.;Anon.;Woodbury, David G.;Neues Auge – Neues Universum;Non-fictional prose;EN-AE;DE;J:‘47;
DE;NU;1948;30;3;7;Anon.;Anon.;Kaltenborn, Rolf;Radio im Abonnement;Non-fictional prose;EN-BE;DE;J: The Saturday Review of Literature;
DE;NU;1948;30;3;7;Anon.;Anon.;Lynes, Russell;Knochen-Bank;Non-fictional prose;EN-AE;DE;J: Harper’s Magazine;
DE;NU;1948;30;3;7;Anon.;Anon.;Ade, George;Effie Whittlesy;Fictional prose;EN-AE;DE;B: America is West;
DE;NU;1948;30;3;7;Anon.;Anon.;Anon.;[Untitled];Quotation;EN-BE;DE;J: Indian Information;
DE;NU;1948;30;3;7;Anon.;Anon.;Hendey, N. Ingram;Die Wunderwelt der Diatomeen;Non-fictional prose;EN-BE;DE;J?: Science News (Penguin Books);
DE;NU;1948;30;3;7;Anon.;Anon.;Daley, Arthur;Irgendwie geht’s immer noch schneller;Non-fictional prose;EN-AE;DE;J: The New York Times Magazine;
DE;NU;1948;30;3;7;Kalmer, Josef;Kalmer, Josef;Barea, Arturo;Spanische Dichter und ihre Leser;Non-fictional prose;SP;DE;Contact Books, London;
DE;NU;1948;30;3;7;Anon.;Anon.;Bromfield, Louis;Der Stier Sylvester;Fictional prose;EN-AE;DE;J: The Atlantic;
DE;NU;1948;30;3;7;Anon.;Anon.;Bruboker, Howard;[Untitled];Quotation;EN-AE;DE;J: The New Yorker;
DE;NU;1948;30;3;7;Anon.;Anon.;Siegfried, André;Europa, Amerika und westliche Kultur;Non-fictional prose;FR;DE;J: Hommes et Mondes;
DE;NU;1948;30;3;7;Anon.;Anon.;Northrop, F. S. C.;[Untitled];Quotation;EN-AE;DE;B: Civilization of East and West;
DE;NU;1948;30;3;7;Anon.;Anon.;Fyvel, T. R.;Der Mann des Schicksals: Orde Wingate;Life-writing;EN-BE;DE;J: Tribune;
DE;NU;1948;30;3;7;Anon.;Anon.;Gilbert, Aage;Ultima Thule;Non-fictional prose;DAN;DE;"B: Verdens Nordligste Laege; only book I could find by this author: Mit Lisbet nach Thule (translated by Alexander Baldus in 1951)";
DE;NU;1948;30;3;7;Anon.;Anon.;Anon.;Auf der Suche nach den Ursachen der Zahnfäule;Non-fictional prose;EN-AE;DE;source: The Sugar Molecule;
DE;NU;1948;30;3;7;Anon.;Anon.;Anon.;[Untitled];Quotation;EN-BE;DE;J: Leader;
DE;NU;1948;30;3;7;Fried, Erich;Fried, Erich;Greene, Graham;Das Lotterielos;Fictional prose;EN-BE;DE;B: Nineteen Stories (1947, written 1938);
DE;NU;1948;30;3;7;Anon.;Anon.;Anon.;Buchanzeigen;Book review;EN-BE;DE;J: The Economist;
DE;NU;1948;30;3;7;Anon.;Anon.;Hook, Sidney;Buchanzeigen;Book review;EN-BE;DE;;
DE;NU;1948;30;3;7;Anon.;Anon.;Crankshaw, Edward;Buchanzeigen;Book review;EN-BE;DE;J: The Observer;
DE;NU;1948;30;3;7;Anon.;Anon.;Anon.;Buchanzeigen;Book review;EN-BE;DE;J: Manchester Guardian;
DE;NU;1948;30;3;7;Anon.;Anon.;Anon.;Buchanzeigen;Book review;EN-BE;DE;J: Saturday Review of Literature;
DE;NU;1948;30;3;7;Anon.;Anon.;Anon.;Buchanzeigen;Book review;EN-BE;DE;J: The Dublin Review;
DE;NU;1948;31;3;8;Anon.;Anon.;Smuts, Jan Christiaan;Eine dritte Mächtegruppe;Non-fictional prose;EN-BE;DE;Sendung des Südafrikanischen Rundfunks;
DE;NU;1948;31;3;8;Anon.;Anon.;Lowdermilk, Walter Clay;Die Ernährungsfrage: ein Weltproblem;Non-fictional prose;EN-AE;DE;J: The Listener;
DE;NU;1948;31;3;8;Rosenberg, Käthe;Rosenberg, Käthe;Seegers, Scott;Der Kapitän und der blinde Passagier;Fictional prose;EN-AE;DE;J: Harper’s Magazine;
DE;NU;1948;31;3;8;Anon.;Anon.;Pierre, André;Die Rangordnung in den Bergwerken der UdSSR;Non-fictional prose;FR;DE;J: Une semaine dans le monde;
DE;NU;1948;31;3;8;Anon.;Anon.;Anon.;[Untitled];Quotation;EN-BE;DE;J: The Daily Herald;
DE;NU;1948;31;3;8;Anon.;Anon.;"Harris, Herbert; Barnes, Leo";Keine Angst vor einer amerikanischen Wirtschaftskrise!;Non-fictional prose;EN-AE;DE;J: United Nations World;
DE;NU;1948;31;3;8;Anon.;Anon.;Searle, Humphrey;Komponisten im Jahre 1848;Non-fictional prose;EN-BE;DE;J: The Listener;
DE;NU;1948;31;3;8;Anon.;Anon.;Anon.;Paul Hoffman: der Verwalter des europäischen Wiederaufbaus;Life-writing;EN-BE;DE;J: The Observer;
DE;NU;1948;31;3;8;Anon.;Anon.;Lyons, F. J.;„The Times“ und ihre Rolle im Leben Englands;Non-fictional prose;EN-BE;DE;J: Persuasion ;
DE;NU;1948;31;3;8;Anon.;Anon.;MacLeish, Archibald;Der Literat als Präsident;Non-fictional prose;EN-AE;DE;J: Saturday Review of Literature ;
DE;NU;1948;31;3;8;Anon.;Anon.;Moholy, Lucia;Mikrokopie in der Industrie;Non-fictional prose;EN-BE;DE;J: Future;
DE;NU;1948;31;3;8;Ulrich, Robert A.;Ulrich, Robert A.;Chancellor, Paul C.;Sie sangen wie die Engel: deutsche Schwärmer musizieren in der Wildnis;Non-fictional prose;EN-BE;DE;J: The Etude;
DE;NU;1948;31;3;8;Anon.;Anon.;Charlot, Jean;Graphische Arbeiten aus Südamerika;Non-fictional prose;SP;DE;B: Retrato de la America Latina – Portrait of Latin America;
DE;NU;1948;31;3;8;Anon.;Wagenseil, Hans Beppo;Nicolson, Harold;Der Mann, der jeden kannte;Fictional prose;EN-BE;DE;B: Small Talk;
DE;NU;1948;31;3;8;Kalmer, Josef;Kalmer, Josef;Roueché, Berton;Gicht gibt es noch immer;Non-fictional prose;EN-AE;DE;J: The New Yorker;
DE;NU;1948;31;3;8;Anon.;Anon.;Grant, Jonathan;Morus, Marx, Morgan;Non-fictional prose;EN-BE;DE;J: Tribune;
DE;NU;1948;31;3;8;Anon.;Anon.;Sanderson, Ivan T.;Das Geheimnis der Eule;Fictional prose;EN-AE;DE;J: The Saturday Evening Post ;
DE;NU;1948;31;3;8;Ulrich, Robert A.;Ulrich, Robert A.;West, Rebecca;Lebenslänglich;Fictional prose;EN-BE;DE;B: The Harsh Voice (1935);
DE;NU;1948;32;3;9;Anon.;Anon.;Orr, John Boyd;[Untitled];Non-fictional prose;EN-BE;DE;BBC-Sendung;
DE;NU;1948;32;3;9;Anon.;Anon.;Ellis, Richard W. B.;Zuerst die Kinder!;Non-fictional prose;EN-BE;DE;Vortrag in der Royal Society of Medicine;
DE;NU;1948;32;3;9;Anon.;Anon.;Anon.;Thomas Dewey;Life-writing;EN-AE;DE;"J: Ladies’ Home Journal; Time";
DE;NU;1948;32;3;9;Cohn, Hans W.;Cohn, Hans W.;Raine, Kathleen;Der Himmelsbaum;Poetry;EN-BE;DE;;
DE;NU;1948;32;3;9;Ulrich, Robert A.;Ulrich, Robert A.;Sendrail, Marcel;Kulturepochen und Krankheiten;Non-fictional prose;FR;DE;J: Hommes et Mondes ;
DE;NU;1948;32;3;9;Anon.;Anon.;Anon.;Warum gab es keine deutsche Atombombe?;Non-fictional prose;EN-BE;DE;J: Discovery;
DE;NU;1948;32;3;9;Anon.;Anon.;Hilton, James;Washington liegt…;Fictional prose;EN-AE;DE;J: The Atlantic Monthly;
DE;NU;1948;32;3;9;Anon.;Anon.;Pritchett, V. S.;Das Doppelbett;Fictional prose;EN-BE;DE;J: Lilliput;
DE;NU;1948;32;3;9;Anon.;Anon.;Schlesinger, Arthur M. Jr.;Weder links noch rechts;Non-fictional prose;EN-AE;DE;J: The New York Times Magazine;
DE;NU;1948;32;3;9;Anon.;Anon.;Percival, W.;Vom Esperanto zu anderen Hilfssprachen;Non-fictional prose;EN-BE;DE;"J: Modern Languages; contains translations of a paragraph into various languages (conlang)";
DE;NU;1948;32;3;9;Anon.;Anon.;Harvey, E. Newton;Leuchtende Lebewesen;Non-fictional prose;EN-AE;DE;J: Scientific American;
DE;NU;1948;32;3;9;Anon.;Anon.;Bone, James;Stadt der Felsen und Wolken;Non-fictional prose;EN-BE;DE;B: The Perambulator in Edinburgh;
DE;NU;1948;32;3;9;Anon.;Anon.;Grierson, Flora;Das tragische Schicksal einer Königin;Non-fictional prose;EN-BE;DE;B: Haunting Edinburgh;
DE;NU;1948;32;3;9;Anon.;Anon.;Sumerson, John;Das klassizistische Zeitalter;Non-fictional prose;EN-BE;DE;B: The Builder;
DE;NU;1948;32;3;9;Anon.;Anon.;Rolo, Charles J.;Metamorphose des Romans: Problematik und Möglichkeiten;Book review;EN-AE;DE;J: Tomorrow;
DE;NU;1948;32;3;9;Anon.;Anon.;Arup, Ove N.;Schalenkonstruktion;Non-fictional prose;EN-BE;DE;J: Architectural Design;
DE;NU;1948;32;3;9;Schoen, Ernst;Schoen, Ernst;Dresser, Peter van;Die Zukunft des Amazonas;Non-fictional prose;EN-AE;DE;J: Scientific American ;
DE;NU;1948;32;3;9;Anon.;Anon.;Slichter, Sumner H.;Ansätze zu einer sozialistischen Entwicklung in USA? ;Non-fictional prose;EN-AE;DE;J: The New York Times Magazine;
DE;NU;1948;32;3;9;Anon.;Anon.;Smythe, Frank;Der tüchtige Biber;Non-fictional prose;EN-BE;DE;J: The Geographical Magazine;
DE;NU;1948;32;3;9;Nothardt, Fritz;Nothardt, Fritz;Branner, H. C.;Das Schiff;Fictional prose;DAN;DE;B: To Minutters Stilhed;
DE;NU;1948;32;3;9;Anon.;Anon.;Richardson, Maurice;Buchanzeigen;Book review;EN-BE;DE;J: The New Statesman and Nation;
DE;NU;1948;32;3;9;Anon.;Anon.;Sylvester, A. D. B.;Buchanzeigen;Book review;EN-BE;DE;J: The New Statesman and Nation;
DE;NU;1948;32;3;9;Anon.;Anon.;Armitage, John;Buchanzeigen;Book review;EN-BE;DE;J: Fortnightly Review;
DE;NU;1948;33;3;10;George, Stefan;George, Stefan;Swinburne, Algernon Charles;Ballade vom Traumland;Poetry;EN-BE;DE;;
DE;NU;1948;33;3;10;Anon.;Anon.;Cooke, Alistair;Harry S. Truman;Life-writing;EN-BE;DE;BBC-Sendung;
DE;NU;1948;33;3;10;Anon.;Anon.;Hook, Sidney;Traum und Wirklichkeit: die Ernüchterung der Intellektuellen;Book review;EN-AE;DE;J: The New York Times Book Review;
DE;NU;1948;33;3;10;Anon.;Anon.;Priestley, J. B.;Auf dem Flugplatz;Fictional prose;EN-BE;DE;J: New Statesman and Nation;
DE;NU;1948;33;3;10;Anon.;Anon.;Anon.;[Untitled];Quotation;EN-BE;DE;J: New Zealand Weekly News;
DE;NU;1948;33;3;10;Anon.;Anon.;Anon.;[Untitled];Quotation;EN-BE;DE;J: The Musical Digest;
DE;NU;1948;33;3;10;Schoen, Ernst;Schoen, Ernst;Strandberg, Olle;Wurst-Maxe in Stockholm;Fictional prose;SE;DE;J: Vecko-Journalen (Stockholm);
DE;NU;1948;33;3;10;Anon.;Anon.;Palmer, Vance;Das Fohlen;Fictional prose;EN-BE;DE;J: Meanjin (Melbourne);
DE;NU;1948;33;3;10;Anon.;Anon.;Curran, C. H.;Wie fliegen die Fliegen?;Non-fictional prose;EN-AE;DE;J: Natural History;
DE;NU;1948;33;3;10;Anon.;Anon.;Martin, Kingsley;Das Ehepaar Webb;Life-writing;EN-BE;DE;B: Other People’s Lives;
DE;NU;1948;33;3;10;Anon.;Anon.;Anon.;[Untitled];Quotation;EN-BE;DE;J: Economist;
DE;NU;1948;33;3;10;Anon.;Anon.;Mussey, Barrows;Der Staat Vermont;Fictional prose;EN-AE;DE;J: The American Mercury;
DE;NU;1948;33;3;10;Anon.;Anon.;Pryce-Jones, Alan;Houston Stewart Chamberlain – der wandernde Arier;Life-writing;EN-BE;DE;BBC-Sendung (Drittes Programm);
DE;NU;1948;33;3;10;Anon.;Anon.;Babudieri, Bruno;Lepra und Getreidenelke;Non-fictional prose;IT;DE;J: Mercurio (Rom);
DE;NU;1948;33;3;10;Anon.;Anon.;Anon.;[Untitled];Quotation;EN-BE;DE;J: Science Digest;
DE;NU;1948;33;3;10;Anon.;Anon.;Ettlinger, Leopold;Die Brüderschaft der Präraffaeliten: zur hundertjährigen Wiederkehr ihrer Gründung im Jahre 1848;Non-fictional prose;EN-BE;DE;possible relay translation: German-British author;
DE;NU;1948;33;3;10;Anon.;Anon.;Auden, W. H.;Die Versuchungen des Schriftstellers: Henry James als Vorbild;Life-writing;EN-BE;DE;J: Harper’s Magazine;
DE;NU;1948;33;3;10;Anon.;Anon.;Anon.;[Untitled];Quotation;EN-BE;DE;J: Manchester Guardian ;
DE;NU;1948;33;3;10;Anon.;Anon.;Koffka, Friedrich;Vom provisorischen Leben;Non-fictional prose;EN-BE;DE;relay translation, German author, source: BBC;
DE;NU;1948;33;3;10;Anon.;Anon.;Martin, Harold H.;Macao wird tugendhaft;Non-fictional prose;EN-AE;DE;J: Holiday;
DE;NU;1948;33;3;10;Anon.;Anon.;Anon.;Das Meson – ein neues Elementarteilchen: der britische Anteil an den neuen Entdeckungen;Non-fictional prose;EN-BE;DE;J: Manchester Guardian;
DE;NU;1948;33;3;10;Anon.;Anon.;Cottenet, Jean;Sprengstoffe in der Landwirtschaft;Non-fictional prose;FR;DE;J: Science et Vie;
DE;NU;1948;33;3;10;Anon.;Anon.;Forrest, William F.;Der Weg zur Weltgesundheit;Non-fictional prose;EN-BE;DE;BBC-Sendung (Drittes Programm);
DE;NU;1948;33;3;10;Fried, Erich;Fried, Erich;Stewart, George R.;Feuer;Fictional prose;EN-AE;DE;B: Fire;
DE;NU;1948;33;3;10;Anon.;Anon.;R., A. D.;Buchanzeigen;Book review;EN-BE;DE;J: Tablet;
DE;NU;1948;33;3;10;Anon.;Anon.;Anon.;Buchanzeigen;Book review;EN-AE;DE;J: New York Times Book Review;
DE;NU;1948;33;3;10;Anon.;Anon.;Metzel, Boris;Buchanzeigen;Book review;FR;DE;J: Les Nouvelles Littéraires;
DE;NU;1948;33;3;10;Anon.;Anon.;Anon.;Buchanzeigen;Book review;EN-BE;DE;J: The Times Literary Supplement;
DE;NU;1948;34;3;11;Anon.;Anon.;Nilson, S. S.;Auswanderung aus Deutschland?;Non-fictional prose;EN-BE;DE;J: The Norseman;
DE;NU;1948;34;3;11;Anon.;Anon.;Kahn, E. J. Jr.;Mrs. Roosevelt;Life-writing;EN-AE;DE;J: The New Yorker Magazine;
DE;NU;1948;34;3;11;Anon.;Anon.;Maloney, Russell;[Untitled];Quotation;EN-AE;DE;J: New York Times;
DE;NU;1948;34;3;11;Anon.;Anon.;Fay, Gerard;Der heimgekehrte Stammgast;Fictional prose;EN-BE;DE;J: World Review;
DE;NU;1948;34;3;11;Ulrich, Robert A.;Ulrich, Robert A.;Koussevitzky, Serge;Vom schöpferischen Dirigieren;Non-fictional prose;EN-AE;DE;J: The Atlantic Monthly;
DE;NU;1948;34;3;11;Kalmer, Josef;Kalmer, Josef;Schu-liang, Tsh‘en;Chinesische Fensterblumen;Non-fictional prose;CH;DE;"B: Fensterschmuck; taken from the German version, Kalmer given as author";
DE;NU;1948;34;3;11;Kalmer, Josef;Kalmer, Josef;Anand, Mulk Radj;Der Traktor und die Getreidegöttin;Fictional prose;EN-BE;DE;B: The Tractor and the Corn Goddess;
DE;NU;1948;34;3;11;Anon.;Anon.;Nevins, Allan;Die Stärke des Zweiparteiensystems;Non-fictional prose;EN-AE;DE;J: The New York Times Magazine;
DE;NU;1948;34;3;11;Anon.;Anon.;Schick, Bela;Allergie: eine Definition;Non-fictional prose;EN-AE;DE;J: The Scientific American;
DE;NU;1948;34;3;11;Anon.;Anon.;Livingstone, Richard;Universitäten und exakte Wissenschaft;Non-fictional prose;EN-BE;DE;B: Some Thoughts on University Education;
DE;NU;1948;34;3;11;Anon.;Anon.;Balzac, Honoré de;[Untitled];Quotation;FR;DE;B: Histoire des Treize;
DE;NU;1948;34;3;11;Anon.;Anon.;Spender, Stephen;Albert Camus, Der Weltbürger;Book review;EN-BE;DE;J: New York Times Book Review;
DE;NU;1948;34;3;11;Anon.;Anon.;Clarke, Robert;Wie können Tiere sich verständlich machen?;Non-fictional prose;FR;DE;J: Carrefour;
DE;NU;1948;34;3;11;Anon.;Anon.;Mitrany, David;Bauernschaft und Politik;Non-fictional prose;EN-BE;DE;J: Manchester Guardian;
DE;NU;1948;34;3;11;Anon.;Anon.;Wijnbladh, Hjälmar;Das künstliche Herz (Die schwedische Erfindung) ;Non-fictional prose;SE;DE;"J: Vi (Stockholm); De Groene Amsterdamer";
DE;NU;1948;34;3;11;Anon.;Anon.;Anon.;Das künstliche Herz (Ergebnisse holländischer Forschung);Non-fictional prose;DU;DE;J: De Groene Amsterdamer;
DE;NU;1948;34;3;11;Anon.;Anon.;Wallace, Irving;L’osservatore romano: das Organ des Vatikans;Book review;EN-AE;DE;J: 48;
DE;NU;1948;34;3;11;Anon.;Anon.;Walker, C. Lester;Eine Revolution im Buchdruck;Non-fictional prose;EN-AE;DE;J: Harper’s Magazine;
DE;NU;1948;34;3;11;Anon.;Anon.;Anon.;Wird der Tunnel durch den Montblanc gebaut? ;Non-fictional prose;FR;DE;J: Une Semaine dans le Monde;
DE;NU;1948;34;3;11;Anon.;Anon.;Dempewolff, Richard;Wo bleiben die Elefanten?;Fictional prose;EN-AE;DE;J: Science Illustrated ;
DE;NU;1948;34;3;11;Anon.;Anon.;Suckow, Ruth;Der erste Schritt ins Leben;Fictional prose;EN-AE;DE;B: America is West;
DE;NU;1948;34;3;11;Anon.;Anon.;Anon.;Buchanzeigen;Book review;EN-BE;DE;J: The Times Literary Supplement ;
DE;NU;1948;35;3;12;Anon.;Anon.;Mallalieu, J. P. W.;Abgeordneter und Wähler: der persönliche Kontakt;Life-writing;EN-BE;DE;J: Tribune;
DE;NU;1948;35;3;12;Anon.;Anon.;Bugeja, Vincent;Die neue Sowjetbiologie;Non-fictional prose;EN-AE;DE;J: The New York Herald Tribune;
DE;NU;1948;35;3;12;Fried, Erich;Fried, Erich;Merlijn, H. J.;Nocturno;Fictional prose;DU;DE;"J: Orientatie, Batavia; Merlijn, H. J. = pseudonym of Herman Jan Friedericy";
DE;NU;1948;35;3;12;Anon.;Anon.;Atkinson, Brooks;Der Friedensplan einer amerikanischen Provinzstadt;Non-fictional prose;EN-AE;DE;J: The New York Times Magazine;
DE;NU;1948;35;3;12;Anon.;Anon.;Bone, James;The Manchester Guardian und sein Platz im englischen Leben ;Non-fictional prose;EN-BE;DE;;
DE;NU;1948;35;3;12;Anon.;Anon.;Gerold, Elisabeth;Weihnachts- und Neujahrskarten;Non-fictional prose;FR;DE;J: Graphis (Zürich);
DE;NU;1948;35;3;12;Stein, Ernst Eduard;Stein, Ernst Eduard;Ó Faoláin, Seán;Die nächste Generation;Fictional prose;EN-BE;DE;J: The Listener;
DE;NU;1948;35;3;12;Anon.;Anon.;Saltzman, Charles E.;Fragen des deutschen Wiederaufbaus;Non-fictional prose;EN-AE;DE;J: The Annals of the American Academy;
DE;NU;1948;35;3;12;Anon.;Anon.;Zweig, F.;Was die Arbeiter von ihrer Arbeit halten;Non-fictional prose;EN-BE;DE;B: Labour, Life and Poverty;
DE;NU;1948;35;3;12;Anon.;Anon.;Mauduit, Jean;Das Elend des Quartier Latin ;Non-fictional prose;FR;DE;J: Revue de la Pensée Française;
DE;NU;1948;35;3;12;Anon.;Anon.;Jones, Mervyn;Die schwerste Prüfung;Non-fictional prose;EN-BE;DE;J: The New York Times Magazine;
DE;NU;1948;35;3;12;Anon.;Anon.;Rodocanachi, C. P.;Die Esel vom Parnass: ein Athener Straßenbild;Non-fictional prose;EN-BE;DE;B: Athens and the Greek Miracle ;
DE;NU;1948;35;3;12;Anon.;Anon.;Zahl, Paul A.;Krebsforschung: Zusammenarbeit der Wissenschaft;Non-fictional prose;EN-AE;DE;J: The American Scholar;
DE;NU;1948;35;3;12;Ulrich, Robert A.;Ulrich, Robert A.;Postgate, John;Jazz als musikalische Form;Non-fictional prose;EN-BE;DE;B: Penguin Parade;
DE;NU;1948;35;3;12;Anon.;Anon.;Hauser, Ernest O.;Alcide de Gasperi;Non-fictional prose;EN-BE;DE;J: The Saturday Evening Post;
DE;NU;1948;35;3;12;Anon.;Anon.;Basso, Hamilton;New Orleans;Non-fictional prose;EN-AE;DE;J: Holiday;
DE;NU;1948;35;3;12;Anon.;Anon.;Brook, David;Die kanadische Rothaut lernt arbeiten;Non-fictional prose;EN-AE;DE;J: The Spectator;
DE;NU;1948;35;3;12;Anon.;Anon.;Newby, P. H.;Die schönste Zier;Fictional prose;EN-BE;DE;J: Penguin New Writing;
DE;NU;1948;35;3;12;Anon.;Anon.;Godman, Stanley;Buchanzeigen;Book review;EN-BE;DE;J: The Tablet;
DE;NU;1948;35;3;12;Anon.;Anon.;Maurer, Heerymon;Buchanzeigen;Book review;EN-BE;DE;J: The Saturday Review ;
DE;NU;1949;36;4;1;Anon.;Anon.;Berdjajew, Nikolai;Die Verwandlung des Marxismus in Russland;Non-fictional prose;FR;DE;J: Esprit (Paris);
DE;NU;1949;36;4;1;Cohn, Hans W.;Cohn, Hans W.;Raine, Kathleen;Lied in Sorge;Poetry;EN-BE;DE;;
DE;NU;1949;36;4;1;Anon.;Anon.;Calderón, A.;Der Störenfried;Fictional prose;EN-BE;DE;"J: Manchester Guardian; possible relay translation";
DE;NU;1949;36;4;1;Anon.;Anon.;Anon.;[Untitled];Quotation;EN-AE;DE;"source: ""Tomorrow"", New York";
DE;NU;1949;36;4;1;Anon.;Anon.;Mumford, Lewis;Das gilt für Sieger und Besiegte;Non-fictional prose;EN-AE;DE;B: The Condition of Man;
DE;NU;1949;36;4;1;Anon.;Anon.;Guthrie, Douglas;Wie das Chloroform entdeckt wurde;Non-fictional prose;EN-BE;DE;J: University of Edinburgh Journal;
DE;NU;1949;36;4;1;Anon.;Anon.;Anon.;[Untitled];Quotation;EN-BE;DE;J: Manchester Guardian;
DE;NU;1949;36;4;1;Nérac-Schoenberner, Eleonore;Nérac-Schoenberner, Eleonore;West, June;Das Wunder;Fictional prose;EN-BE;DE;J: The Atlantic Monthly;
DE;NU;1949;36;4;1;Anon.;Anon.;Anon.;Bericht eines Trunkenbolds;Life-writing;EN-BE;DE;BBC-Sendung;
DE;NU;1949;36;4;1;Anon.;Anon.;Ferguson, Elizabeth A.;Primitive Medizin;Non-fictional prose;EN-AE;DE;J: Scientific American;
DE;NU;1949;36;4;1;Anon.;Anon.;Cousins, Norman;Die Überlebenden;Fictional prose;EN-AE;DE;J: Saturday Review of Literature;
DE;NU;1949;36;4;1;Anon.;Anon.;Wechsberg, Joseph;Franz Molnar;Life-writing;EN-AE;DE;"J: The Saturday Evening Post; possible relay translation";
DE;NU;1949;36;4;1;Anon.;Anon.;Anon.;Ernst Barlach: ein deutsches Künstlerschicksal;Life-writing;EN-BE;DE;J: The Times Literary Supplement;
DE;NU;1949;36;4;1;Anon.;Anon.;Beveridge, William;Private Fürsorge in einem sozialistischen Staat;Non-fictional prose;EN-BE;DE;B: Voluntary Action;
DE;NU;1949;36;4;1;Anon.;Anon.;Stanton, John;Freuden und Leiden des Autofahrers in Mexiko City;Life-writing;EN-AE;DE;J: Life;
DE;NU;1949;36;4;1;Anon.;Anon.;Hauková, Jiřina;Begegnung mit englischen Dichtern;Life-writing;CZ;DE;J: Kriticky Mesicnik (Prag);
DE;NU;1949;36;4;1;Anon.;Anon.;Reynolds, Quentin;Giovanni Croccolino: der Italiener von heute;Life-writing;EN-AE;DE;J: Ladies‘ Home Journal;
DE;NU;1949;36;4;1;Drösser, Ellinor;Drösser, Ellinor;Hudson, W. H.;Lügengeschichten aus Uruguay;Fictional prose;EN-BE;DE;"B: The Purple Land; inferred translator: German version (Roman in Uruguay) from 1930, translated by Ellinor Drösser";
DE;NU;1949;36;4;1;Anon.;Anon.;Commager, Henry Steele;Buchanzeigen;Book review;EN-AE;DE;J: The New York Times Book Review;
DE;NU;1949;36;4;1;Anon.;Anon.;Anon.;Buchanzeigen;Book review;EN-BE;DE;J: The Economist;
DE;NU;1949;37;4;2;Anon.;Anon.;"Masaryk, Thomas Garrigue; Gottwald, Clemens";Der Einzelne und der Staat;Non-fictional prose;CZ;DE;Aussagen vom Gründer und Präsident der Tschechoslowakei (1919 und 1948);
DE;NU;1949;37;4;2;Anon.;Anon.;Eisenhower, Dwight D.;Klare Entscheidung im Kampf der Ideologien;Non-fictional prose;EN-AE;DE;Rede bei der Einführung als Präsident der Columbia-Universität;
DE;NU;1949;37;4;2;Anon.;Anon.;Price, Willard;Haifischjagd n einem Bergsee;Fictional prose;EN-BE;DE;J: Time and Tide;
DE;NU;1949;37;4;2;Anon.;Anon.;Brogan, D. W.;Über den amerikanischen Volkscharakter;Non-fictional prose;EN-BE;DE;J: The New York Times Magazine;
DE;NU;1949;37;4;2;Anon.;Anon.;Slim, William;Freiheit und Disziplin;Non-fictional prose;EN-BE;DE;J: Fortnightly ;
